"District","State","YearCode","District.Code","State.Code","Amount.of.Arsenic","Amount.of.carbonate","Amount.of.Calcium","Amount.of.Chloride","Amount.of.Electrical.Conductivity","Amount.of.Fluorine","Amount.of.Iron","Amount.of.Hydrogencarbonate","Amount.of.Potassium","Amount.of.Magnesium","Amount.of.Nitrate","Amount.of.Sodium","Percentage.of.Sodium","Amount.of.Phosphate.Ion","Amount.of.Residual.Sodium.Carbonate","Amount.of.Sodium.absorption.ratio","Amount.of.Sulfate","Amount.of.Silicon.dioxide","Amount.of.Hardness.Total","Amount.of.Alkalinity.Total","Amount.of.Total.Dissolved.Solids","Amount.of.Potential.of.Hydrogen","district_year_id","SDP","Ginni.Index"
"Ajmer","Rajasthan",2008,86,8,"","4.5","79.3125","508.0625","2500","1.06125","0.8875","484.3125","11.38125","62.25","54.0625","427.8125","","","6.746","8.763125","222.9375","","454.375","404.46875","","8.14375","86_2008",152284,"0.31"
"Ajmer","Rajasthan",2007,86,8,"","0","109.636363636364","946.818181818182","3987.72727272727","2.29727272727273","0.603636363636364","520","25.5818181818182","95.4090909090909","83.3240909090909","716.909090909091","","","5.926","10.9536363636364","384.090909090909","","660.909090909091","426.231818181818","","7.89045454545455","86_2007",140471,"0.31"
"Ajmer","Rajasthan",2012,86,8,"","1.44","81.0384615384615","604.884615384615","3045.69230769231","1.39346153846154","1.69461538461538","453.192307692308","13.3","66.834","65.1923076923077","512.115384615385","","","5.60142857142857","10.1042307692308","289.153846153846","","477.192307692308","373.776923076923","","7.99076923076923","86_2012",409802,"0.31"
"Akola","Maharashtra",2012,467,27,"","4.76923076923077","","","2129.84615384615","0.569166666666667","","484.384615384615","","","45.8333333333333","","","","","","21","","598.230769230769","404.992307692308","","7.65769230769231","467_2012",1189711,"0.25"
"Akola","Maharashtra",2002,467,27,"","0","56.4","152","1681","0.947","","566.1","5.11","62.9","19.2","199.8","","","4.68666666666667","4.024","173.5","","399.5","","","7.88","467_2002",232994,"0.25"
"Akola","Maharashtra",2011,467,27,"","0","","","2057.85714285714","0.545714285714286","","532.5","","","104.857142857143","","","","","","","","628.928571428571","436.485714285714","","7.48428571428571","467_2011",1126595,"0.25"
"Akola","Maharashtra",2016,467,27,"","0","84.2857142857143","104.428571428571","1398.92857142857","0.27","","411.928571428571","3.67857142857143","45.9285714285714","36.7142857142857","145.428571428571","32.0357142857143","","-2.44428571428571","3.60285714285714","181.5","","397.785714285714","","909.285714285714","7.37857142857143","467_2016",1596121,"0.25"
"Akola","Maharashtra",2015,467,27,"","3.42857142857143","113.285714285714","129.928571428571","1479.71428571429","0.22","","416.642857142857","5.66714285714286","56.8378571428571","34.5","64.4285714285714","","","-6.77142857142857","1.33857142857143","114.5","","516.428571428571","347.224285714286","","7.84285714285714","467_2015",1452513,"0.25"
"Akola","Maharashtra",2014,467,27,"","1.83333333333333","105.842105263158","196.157894736842","1591.89473684211","0.179473684210526","","200.684210526316","0.108421052631579","89.6647368421053","0","18.0526315789474","","","-18.6189473684211","0.268947368421053","223.105263157895","","632.894736842105","167.39","","8.07368421052632","467_2014",1345341,"0.25"
"Akola","Maharashtra",2009,467,27,"","0","46.4615384615385","162.615384615385","1451.53846153846","0.608461538461538","","391.769230769231","2.93076923076923","67.0115384615385","105.538461538462","139.076923076923","","","7.676","3.05153846153846","109","","391.538461538462","321.130769230769","","7.81538461538462","467_2009",599338,"0.25"
"Akola","Maharashtra",2013,467,27,"","10.8461538461538","94.8461538461538","205.615384615385","1367.30769230769","0.48","","197.615384615385","","68.9869230769231","41.5384615384615","","","","","","157.692307692308","","520.384615384615","180.061538461538","","8.5","467_2013",1267551,"0.25"
"Akola","Maharashtra",2017,467,27,"","","111.548328571429","120.884492857143","1637","0.395","","466.029214285714","5.90642857142857","64.4056285714286","78.2857142857143","139.345714285714","","","15.0693542857143","1.21096035714286","242.071428571429","","548.614285714286","","","7.72857142857143","467_2017",1661065,"0.25"
"Akola","Maharashtra",2008,467,27,"","0","80.75","238.959375","1915.625","0.359375","0.290666666666667","442.25","3.3125625","78.215625","82.89875","160.928125","","","1.205","2.814375","182.565","","523.75","","","7.98125","467_2008",546533,"0.25"
"Akola","Maharashtra",2004,467,27,"","0","59.4736842105263","169.315789473684","1696.84210526316","0.568947368421053","0.2845","522","4.13157894736842","66.5263157894737","89.8947368421053","199.684210526316","","","4.86769230769231","3.97263157894737","94.1578947368421","","422.631578947368","","","8.04736842105263","467_2004",370023,"0.25"
"Akola","Maharashtra",2001,467,27,"","0","42","264.857142857143","2180.71428571429","0.670714285714286","","635.642857142857","19.2357142857143","120.309285714286","27.3571428571429","214.071428571429","","","4.428","3.60571428571429","163.221428571429","","600.357142857143","295.1","","7.98285714285714","467_2001",217963,"0.25"
"Akola","Maharashtra",2005,467,27,"","0","67.4545454545455","318.363636363636","2430","0.548181818181818","","529.181818181818","7.63636363636364","121.454545454545","80.1818181818182","251.363636363636","","","2.66","3.44272727272727","285.181818181818","","667.727272727273","","","7.66363636363636","467_2005",423632,"0.25"
"Akola","Maharashtra",2000,467,27,"","0","91.5454545454545","403.590909090909","2824.09090909091","0.546363636363636","","566.727272727273","11.7636363636364","117.291818181818","154.454545454545","304.068181818182","","","4.2075","4.47227272727273","279.545454545455","","710.909090909091","325.4","","7.63681818181818","467_2000",210526,"0.25"
"Akola","Maharashtra",2018,467,27,"","0","96.455025","158.04053125","1658.4375","0.8225","0","608.50359375","4.893125","80.27915","27.8125","92.1875","","0","0.053432020125","0.5436977979375","76.125","0","577.575","","0","7.6125","467_2018",1728578,"0.25"
"Akola","Maharashtra",2010,467,27,"","","","","1545.55555555556","0.49","","","","101.306666666667","105.222222222222","","","","","","","","416.666666666667","","","8.27777777777778","467_2010",667625,"0.25"
"Akola","Maharashtra",2003,467,27,"","","","","1717.64705882353","0.422352941176471","0.6215","","","","","","","","","","","","","","","","467_2003",250989,"0.25"
"Akola","Maharashtra",2006,467,27,"","0","27.3846153846154","200.692307692308","1498.46153846154","0.644615384615385","","398.923076923077","5.4","66.5384615384615","59.6153846153846","185.846153846154","","","5.92","4.08076923076923","101.384615384615","","342.076923076923","","","8.03846153846154","467_2006",481983,"0.25"
"Akola","Maharashtra",2007,467,27,"","0","89.7368421052632","371.012315789474","2306.31578947368","0.635263157894737","0.131","615.445526315789","10.8157894736842","92.736","90.118947368421","246.452631578947","","","5.53111111111111","3.85526315789474","41.5842105263158","","605.736842105263","","","7.61578947368421","467_2007",538081,"0.25"
"Alappuzha","Kerala",2012,554,32,"","","24.435","54.7425","346.975","0.1778125","","","","6.43275","7.12125","","","","","","","","87.425","","","7.85179487179487","554_2012",348616,"0.32"
"Alappuzha","Kerala",2009,554,32,"","","17.9833333333333","40.7916666666667","301.027777777778","0.223636363636364","","","","5.33083333333333","5.89527777777778","","","","","","","","66.8055555555556","","","8.03931034482759","554_2009",157123,"0.32"
"Alappuzha","Kerala",2006,554,32,"","","24.61875","33.3","277.909090909091","0.2078125","","","","4.81866666666667","","","","","","","","","77.6666666666667","","","","554_2006",124625,"0.32"
"Alappuzha","Kerala",2004,554,32,"","2.60916666666667","29.144","51.48","345.68","0.170952380952381","","85.508","4.79583333333333","5.5475","13.4564","31.076","","","0.611428571428571","1.292","14.0352","","94.68","74.264","","7.6548","554_2004",104776,"0.32"
"Alappuzha","Kerala",2003,554,32,"","","","","264.305555555556","0.128285714285714","","","","","","","","","","","","","","","","","554_2003",75479,"0.32"
"Alappuzha","Kerala",2018,554,32,"0","1.75609756097561","22.870887804878","41.3536585365854","331.341463414634","0.121463414634146","0","90.9468292682927","6.1780487804878","7.05962926829268","9.25609756097561","28.4112195121951","","0","-0.344710542487805","1.26960779209756","21.9321951219512","0","86.1512195121951","77.4734106378293","0","7.45268292682927","554_2018",510787,"0.32"
"Alappuzha","Kerala",2000,554,32,"","6.4","19.88","41.06","315.55","0.14875","","42","2.65714285714286","5.4675","3.35","21.6857142857143","","","","1.09714285714286","10.0833333333333","","72.1","55.3","","8.98","554_2000",62909,"0.32"
"Alappuzha","Kerala",2008,554,32,"","3.33333333333333","15.1647058823529","31.5058823529412","241.647058823529","0.113076923076923","","47.5333333333333","5.05882352941176","3.44470588235294","1.6","14.7875","","","0.24","0.854375","18.2376470588235","","52","50.075","","8.06444444444444","554_2008",144094,"0.32"
"Alappuzha","Kerala",2002,554,32,"","6.413125","22.4888888888889","42.0555555555556","303.111111111111","0.125294117647059","","82.625","7.35","5.92222222222222","4.42777777777778","27.0722222222222","","","1.83","1.26944444444444","12.5388888888889","","80.7222222222222","","","8.1175","554_2002",70885,"0.32"
"Alappuzha","Kerala",2010,554,32,"","2.25","15.3666666666667","44.4432432432432","311.27027027027","0.2415625","","59.7125","4.344","5.16972222222222","4.74216216216216","23.964","","","-1.40810810810811","1.288","16.9108333333333","","58.0540540540541","52.69375","","7.84454545454545","554_2010",167178,"0.32"
"Alappuzha","Kerala",2013,554,32,"","","17.9451724137931","44.03","263.3","0.1452","","","","4.61724137931034","5.679","","","","","","","","63.7586206896552","","","7.5656","554_2013",364707,"0.32"
"Alappuzha","Kerala",2015,554,32,"","0","28.9692307692308","26.4925925925926","259.074074074074","0.12125","","92.0444444444445","4.65925925925926","5.05","5.05666666666667","17.8592592592593","","","-0.567407407407407","0.796538461538462","15.8966666666667","","93.4444444444444","75.4459259259259","","7.53407407407407","554_2015",411150,"0.32"
"Alappuzha","Kerala",2017,554,32,"","1.25","33.2","41.3","371.5","0.299583333333333","","131.1625","5.32625","7.44416666666667","9.59166666666667","26.1958333333333","","","-0.155","1.015590759125","16.0295833333333","","113.583333333333","109.583333333333","","7.55833333333333","554_2017",473182,"0.32"
"Alappuzha","Kerala",2007,554,32,"","5.14814814814815","26.6121212121212","35.278125","296.151515151515","0.238214285714286","","81.79","5.24545454545455","4.783125","5.77878787878788","21.0969696969697","","","0.116","0.936666666666667","13.125","","85.6969696969697","74.76","","8.38903225806452","554_2007",135747,"0.32"
"Alappuzha","Kerala",2014,554,32,"","3.12592592592593","18.4785714285714","24.0862068965517","226.620689655172","0.233703703703704","","63.7793103448276","3.23793103448276","4.54851851851852","3.9551724137931","18.2758620689655","","","-0.191724137931034","1.01357142857143","17.3379310344828","","64.0714285714286","59.17","","7.62965517241379","554_2014",382134,"0.32"
