"District","State","YearCode","District.Code","State.Code","Amount.of.Arsenic","Amount.of.carbonate","Amount.of.Calcium","Amount.of.Chloride","Amount.of.Electrical.Conductivity","Amount.of.Fluorine","Amount.of.Iron","Amount.of.Hydrogencarbonate","Amount.of.Potassium","Amount.of.Magnesium","Amount.of.Nitrate","Amount.of.Sodium","Percentage.of.Sodium","Amount.of.Phosphate.Ion","Amount.of.Residual.Sodium.Carbonate","Amount.of.Sodium.absorption.ratio","Amount.of.Sulfate","Amount.of.Silicon.dioxide","Amount.of.Hardness.Total","Amount.of.Alkalinity.Total","Amount.of.Total.Dissolved.Solids","Amount.of.Potential.of.Hydrogen","district_year_id","SDP","Ginni.Index"
"Kamrup","Assam",2000,291,18,"","","","","","","","","","","","","","","","","","","","","","","291_2000",32821,"0.24"
"Kamrup","Assam",2014,291,18,"","58.2857142857143","63.2888888888889","87.8666666666667","409.333333333333","0.5175","1.34166666666667","155.111111111111","18.4177777777778","16.1777777777778","2.16666666666667","52.5955555555556","","","-0.871111111111111","1.58666666666667","23.1655555555556","","224.444444444444","202.695555555556","","8.47777777777778","291_2014",146425,"0.24"
"Kamrup","Assam",2009,291,18,"","0","31.3333333333333","","440.333333333333","0.283333333333333","0.926666666666667","133.333333333333","","15.03","","","","","0.04","","11.6666666666667","","140","109.3","","7.82333333333333","291_2009",61294,"0.24"
"Kamrup","Assam",2006,291,18,"","0","56","","631.3","0.42875","1.39","241","","15.7625","","","","","1.04","","30.875","","205","","","7.493","291_2006",50797,"0.24"
"Kamrup","Assam",2001,291,18,"","","","","","","","","","","","","","","","","","","","","","","291_2001",33668,"0.24"
"Kamrup","Assam",2008,291,18,"","0","42.1111111111111","","800.666666666667","0.376666666666667","0.527777777777778","192.761111111111","","24.9711111111111","","","","","1.755","","23.6666666666667","","212.222222222222","","","7.69777777777778","291_2008",56123,"0.24"
"Kamrup Metropolitan","Assam",2013,618,18,"","28.6666666666667","22.6","","545","0.45","1.622","97.3333333333333","10.7","21.805","4.63333333333333","32.3","","","","1.27666666666667","21.2716666666667","","146.166666666667","127.566666666667","","8.16666666666667","618_2013",138725,"0.31"
"Kamrup Metropolitan","Assam",2017,618,18,"23.58","","39.92312","42.54","353.5","0.465","0.7826","87.5","11.965","9.744441765","0.1","19.96","","","-2.73","0.785","46.6484174","","139.9549","87.5","233.38","6.5855","618_2017",195262,"0.31"
"Kamrup Metropolitan","Assam",2010,618,18,"","29.3333333333333","26.3333333333333","","636.833333333333","0.476666666666667","1.234","96.3333333333333","11.1233333333333","21.45","1.81666666666667","45.3933333333333","","","0.52","1.49833333333333","26.495","","154.166666666667","","","8.15","618_2010",64310,"0.31"
"Kamrup Metropolitan","Assam",2004,618,18,"","","","","","","","","","","","","","","","","","","","","","","618_2004",47181,"0.31"
"Kamrup Metropolitan","Assam",2002,618,18,"","","","","","","","","","","","","","","","","","","","","","","618_2002",35708,"0.31"
"Kamrup Metropolitan","Assam",2016,618,18,"","12.1052631578947","34.4210526315789","85.2276131578947","709","0.805","2.21785714285714","176.184210526316","12.1644736842105","21.4930761842105","5.61315789473684","55.7015789473684","","","0","0","18.0623480584737","","174.605263157895","188.289473684211","377.105263157895","7.5185","618_2016",179632,"0.31"
"Kamrup Metropolitan","Assam",2005,618,18,"","0","38.9166666666667","","561.166666666667","0.395454545454545","0.716","145.5","","15.9766666666667","","","","","0.4","","25.5","","163.333333333333","115.033333333333","","7.37416666666667","618_2005",48602,"0.31"
"Kamrup Metropolitan","Assam",2001,618,18,"","","","","","","","","","","","","","","","","","","","","","","618_2001",33668,"0.31"
"Kamrup Metropolitan","Assam",2006,618,18,"","0","31.3333333333333","","452.8","0.273","0.271","111.777777777778","","11.9925","","","","","0.04","","22","","127.222222222222","150","","7.303","618_2006",50797,"0.31"
"Kamrup Metropolitan","Assam",2008,618,18,"","0","31.0909090909091","","481","0.267272727272727","1.2025","147.959090909091","","16.6727272727273","","","","","0.76","","30.625","","154.090909090909","","","7.88727272727273","618_2008",56123,"0.31"
"Kamrup Metropolitan","Assam",2003,618,18,"","","","","","","","","","","","","","","","","","","","","","","618_2003",37905,"0.31"
"Kamrup Metropolitan","Assam",2012,618,18,"","0","24","","455.8","0.15","0.965","133.76","17.2","24.622","","31.8","","","","1.042","27.5","","160","109.66","","7.66","618_2012",132518,"0.31"
"Kamrup Metropolitan","Assam",2009,618,18,"","1.125","25.875","","375.25","0.53","1.07","115.625","","15.75875","","","","","","","16.625","","129.375","96.65","","8.045","618_2009",61294,"0.31"
"Kamrup Metropolitan","Assam",2000,618,18,"","","","","","","","","","","","","","","","","","","","","","","618_2000",32821,"0.31"
"Kamrup Metropolitan","Assam",2011,618,18,"","5.4","24","","455.8","0.15","0.965","133.87","17.2","25","","31.8","","","","1.036","27.5","","160","","","7.7","618_2011",129354,"0.31"
"Kamrup Metropolitan","Assam",2015,618,18,"","27.2","24.6857142857143","82.6714285714286","662","0.257142857142857","0.576666666666667","119.714285714286","23.6357142857143","22.6785714285714","3.15714285714286","56.4457142857143","","","-1.44857142857143","1.71428571428571","80.1628571428571","","154.857142857143","130.505714285714","","8.31857142857143","618_2015",167629,"0.31"
"Kamrup Metropolitan","Assam",2018,618,18,"0","3.91304347826087","27.5872695652174","68.7421739130435","333.478260869565","0.386086956521739","0.324508695652174","98.5601739130435","12.7895652173913","11.8587168565652","4.16884347826087","21.6778260869565","","0","-1.21842828243478","0.913338908565217","25.629147826087","0","117.826086956522","102.473217391304","181.894347826087","7.112","618_2018",204627,"0.31"
"Kamrup Metropolitan","Assam",2007,618,18,"","0","23.5","","346.166666666667","0.54","1.13714285714286","85.0666666666667","0.246666666666667","10.3316666666667","","","","","0.18","","15","","102.5","","","7.41666666666667","618_2007",52968,"0.31"
"Kamrup Metropolitan","Assam",2014,618,18,"","40","29.4","70.0625","338.5","0.585","0.39125","132","15.5","27.63","3.05714285714286","38.56875","","","-1.4875","1.2575","27.55875","","187","149.86375","","8.1","618_2014",146425,"0.31"
"Kanchipuram","Tamil Nadu",2010,574,33,"","","","","","","","","","","","","","","","","","","","","","","574_2010",359961,"0.31"
"Kanchipuram","Tamil Nadu",2003,574,33,"","0","","","1585.26315789474","1.04794736842105","","","","","","","","","","","","","","","","7.59","574_2003",132281,"0.31"
"Kanchipuram","Tamil Nadu",2013,574,33,"","0","","221.333333333333","1531.46153846154","0.723703703703704","9.15714285714286","0","","","36.4814814814815","","","","0","","0","","","","","7.80153846153846","574_2013",750416,"0.31"
"Kanchipuram","Tamil Nadu",2017,574,33,"","0","87.5","254.874038461538","1820.09615384615","0.722005807692308","0.095675","343.724","10.1627450980392","40.9807846153846","27.2019230769231","236.192307692308","","","0","0","241.092307692308","","387.403846153846","0","0","7.44769230769231","574_2017",1000308,"0.31"
"Kanchipuram","Tamil Nadu",2004,574,33,"","0","71.2352941176471","206.058823529412","1306.76470588235","0.426764705882353","","317.588235294118","23.2941176470588","35.0482352941176","8.98352941176471","129.058823529412","","","5.79333333333333","2.93","70.4117647058823","","321.882352941176","260.311764705882","","7.57882352941176","574_2004",193645,"0.31"
"Kanchipuram","Tamil Nadu",2015,574,33,"","1.96428571428571","53.8571428571429","899","1525","1.37321428571429","","350.821428571429","12.4285714285714","54.8685714285714","28.4285714285714","188.214285714286","","","-2.77","4.44071428571429","93.8846153846154","","360.178571428571","290.832857142857","","7.48214285714286","574_2015",862437,"0.31"
"Kanchipuram","Tamil Nadu",2006,574,33,"","0","68","154.8","1096.3","0.339","","308.5","28.5","45.913","53.5555555555556","92.1","","","0.38","2.056","82.7","","358.5","252.87","","7.635","574_2006",256286,"0.31"
"Kanchipuram","Tamil Nadu",2007,574,33,"","0","46.3529411764706","206.294117647059","1297.64705882353","0.466470588235294","","320.411764705882","28.4545454545455","48.8241176470588","53.3529411764706","153.705882352941","","","4.44","3.48882352941176","71.7647058823529","","316.470588235294","262.629411764706","","7.18823529411765","574_2007",272340,"0.31"
"Kanchipuram","Tamil Nadu",2009,574,33,"","0","38.4","203.4","1278.5","0.794","","342.8","9.5","24.383","21.6","211.8","","","6.52666666666667","6.086","55.1","","196.1","280.98","","7.386","574_2009",316760,"0.31"
"Kanchipuram","Tamil Nadu",2012,574,33,"","0","","245","1431.11111111111","0.602222222222222","","","","","50.4814814814815","","","","","","","","","","","7.81555555555556","574_2012",709343,"0.31"
"Kanchipuram","Tamil Nadu",2000,574,33,"","0","105.625","195.4375","1459.0625","0.67","","360.625","18.73125","37.02375","17.5","135.625","","","2.48","2.805","140.375","","414.375","295.6","","7.6625","574_2000",126349,"0.31"
"Kanchipuram","Tamil Nadu",2001,574,33,"","0","95.3333333333333","191.277777777778","1253.38888888889","0.745294117647059","","381.222222222222","6.07058823529412","35.3472222222222","15.9428571428571","130.388888888889","","","4.648","2.85888888888889","63.1111111111111","","379.444444444444","312.472222222222","","7.35222222222222","574_2001",123901,"0.31"
"Kanchipuram","Tamil Nadu",2002,574,33,"","0","69.0769230769231","192","1282.15384615385","0.542769230769231","","366.923076923077","19.1538461538462","38.3646153846154","21.0725","147.692307692308","","","5.11","3.56153846153846","60","","330.769230769231","300.753846153846","","7.64","574_2002",124521,"0.31"
"Kanchipuram","Tamil Nadu",2014,574,33,"","3.47368421052632","43.6","201.69","1314.55","0.7335","","259.05","7.915","56.758","47.53","135.36","","","-4.974","3.3375","96.36","","342.25","217.8365","","8.12","574_2014",791915,"0.31"
"Kanchipuram","Tamil Nadu",2016,574,33,"","0","97.3559322033898","295.866355932203","1843.05084745763","0.354893220338983","0","312.49620338983","9.63728813559322","57.4615186440678","28.6610169491525","202.579661016949","","","0","0","226.047457627119","","480","0","0","7.41542372881356","574_2016",922084,"0.31"
"Kanchipuram","Tamil Nadu",2008,574,33,"","","","","","","","","","","","","","","","","","","","","","","574_2008",286744,"0.31"
"Kanchipuram","Tamil Nadu",2005,574,33,"","0","60.8461538461538","245.230769230769","1364.30769230769","0.300909090909091","","338.384615384615","23.8461538461538","30.8676923076923","56.8181818181818","167.461538461538","","","3.884","3.97615384615385","71.6153846153846","","286.923076923077","277.376923076923","","7.25076923076923","574_2005",221588,"0.31"
"Kanchipuram","Tamil Nadu",2018,574,33,"0","0","110.044444444444","257.051888888889","1726.51111111111","0.817163739155556","0","360.4248","13.5112077333333","51.8485333333333","64.6986666666667","147.297777777778","","0","0","0","136.262222222222","0","488.444444444444","0","1087.702","7.13333333333333","574_2018",1071602,"0.31"
"Kanchipuram","Tamil Nadu",2011,574,33,"","0","68","186.357142857143","1070.5","0.78","","246.666666666667","21.6666666666667","43.6425","5.78571428571429","82.5833333333333","","","5.8","1.93916666666667","57.5833333333333","","349.166666666667","202.183333333333","","7.79428571428571","574_2011",674478,"0.31"
"Kandhamal","Odisha",2002,359,21,"","","","22.8401428571429","211.857142857143","0.245","0.309166666666667","","","","15.0207142857143","","","","","","","","","","","7.20142857142857","359_2002",39377,"0.26"
"Kandhamal","Odisha",2012,359,21,"","","","","","","","","","","","","","","","","","","","","","","359_2012",216301,"0.26"
"Kandhamal","Odisha",2008,359,21,"","","","35.1773076923077","327.692307692308","0.160909090909091","","","","","","","","","","","","","","","","7.95384615384615","359_2008",93207,"0.26"
"Kandhamal","Odisha",2005,359,21,"","","","","","","","","","","","","","","","","","","","","","","359_2005",71005,"0.26"
"Kandhamal","Odisha",2006,359,21,"","","","","","","","","","","","","","","","","","","","","","","359_2006",79845,"0.26"
"Kandhamal","Odisha",2009,359,21,"","","","","","","","","","","","","","","","","","","","","","","359_2009",93957,"0.26"
"Kandhamal","Odisha",2016,359,21,"","","","","","","","","","","","","","","","","","","","","","","359_2016",293348,"0.26"
"Kandhamal","Odisha",2001,359,21,"","","","","","","","","","","","","","","","","","","","","","","359_2001",39662,"0.26"
"Kandhamal","Odisha",2003,359,21,"","","","","278.095238095238","0.207619047619048","","","","","9.80857142857143","","","","","","","","","","","","359_2003",45127,"0.26"
"Kandhamal","Odisha",2014,359,21,"","","","","","","","","","","","","","","","","","","","","","","359_2014",235931,"0.26"
"Kandhamal","Odisha",2018,359,21,"0","0","28.5","35.7142857142857","400.714285714286","0","0.144285714285714","175.142857142857","13.9642857142857","9.99428571428571","0","31.2857142857143","","0","0","1.31142857142857","7.71428571428571","0","112.214285714286","143.557857142857","213","8.13285714285714","359_2018",338339,"0.26"
"Kandhamal","Odisha",2015,359,21,"","","","","","","","","","","","","","","","","","","","","","","359_2015",253192,"0.26"
"Kandhamal","Odisha",2011,359,21,"","","","","","","","","","","","","","","","","","","","","","","359_2011",204226,"0.26"
"Kandhamal","Odisha",2010,359,21,"","","","","","","","","","","","","","","","","","","","","","","359_2010",99880,"0.26"
"Kandhamal","Odisha",2013,359,21,"","","","","","","","","","","","","","","","","","","","","","","359_2013",233122,"0.26"
"Kandhamal","Odisha",2017,359,21,"","","","","","","","","","","","","","","","","","","","","","","359_2017",316192,"0.26"
"Kandhamal","Odisha",2007,359,21,"","","","","","","","","","","","","","","","","","","","","","","359_2007",86692,"0.26"
"Kandhamal","Odisha",2004,359,21,"","","","20.8636363636364","270","0.242727272727273","1.95294117647059","","","","25.8818181818182","","","","","","","","","","","7.58727272727273","359_2004",67987,"0.26"
"Kandhamal","Odisha",2000,359,21,"","","","25.5217391304348","256.95652173913","0.551578947368421","0.761666666666667","","","","16.5595652173913","","","","","","","","89.7826086956522","","","","359_2000",37386,"0.26"
"Kangra","Himachal Pradesh",2018,18,2,"0","20.1818181818182","36.7956818181818","35.6590909090909","381.204545454545","0.15","0","120.522727272727","3.69772727272727","16.3640909090909","14.0215909090909","22.8863636363636","","","0","0","19.2518918918919","0","0","0","0","27.2054545454545","18_2018",93525,"0.3"
"Kangra","Himachal Pradesh",2012,18,2,"","14","32.4166666666667","33.3370833333333","397.916666666667","0.18","","192.791666666667","5.65","18.6166666666667","13.4888888888889","26.9375","","","0.1375","0.927083333333333","19.05","","160","160.942916666667","","8.08","18_2012",60536,"0.3"
"Kangra","Himachal Pradesh",2001,18,2,"","","","","","","","","","","","","","","","","","","","","","","18_2001",13938,"0.3"
"Kangra","Himachal Pradesh",2010,18,2,"","","44.2173913043478","119.086956521739","676.739130434783","0.192173913043478","","204.95652173913","3.65217391304348","19.8695652173913","14.7130434782609","86.3478260869565","","","-0.963478260869565","2.11695652173913","31.9545454545455","","193.086956521739","167.997391304348","","7.58869565217391","18_2010",31590,"0.3"
"Kangra","Himachal Pradesh",2015,18,2,"","0","38.8729411764706","43.3888888888889","435","0.142222222222222","","186.122222222222","9.375625","21.4111111111111","9.25555555555556","32.1705882352941","","","-1.08555555555556","1.17176470588235","37.4444444444444","","180.344444444444","152.559444444444","","7.77944444444444","18_2015",74553,"0.3"
"Kangra","Himachal Pradesh",2002,18,2,"","","14","14","120","","","43","4.4","3.66","1.9","7.7","","","-0.58","0.47","","","50","35.25","","7.6","18_2002",14617,"0.3"
"Kangra","Himachal Pradesh",2003,18,2,"","","45.9","44.25","589.85","0.1825","","236","12.285","25.8885","","32.475","","","-1.102","0.9015","","","221","193.443","","7.7765","18_2003",15596,"0.3"
"Kangra","Himachal Pradesh",2004,18,2,"","0","51.25","39.5","548.375","0.32125","","250.833333333333","8.52083333333333","23.9975","23","23.8125","","","-0.840833333333333","0.68125","","","224.583333333333","205.602083333333","","7.62791666666667","18_2004",21189,"0.3"
"Kangra","Himachal Pradesh",2014,18,2,"","0.15","35","41.1","369","0.213","","156.97","36.2222222222222","20.303","7.26","22.4444444444444","","","-1.332","1.02222222222222","28.9","","162.1","128.764","","7.744","18_2014",69398,"0.3"
"Kangra","Himachal Pradesh",2000,18,2,"","0","31.2941176470588","60.05","515.333333333333","","","144.277777777778","","16.5338888888889","","","","","-0.938888888888889","","","","141.722222222222","118.259444444444","","7.70166666666667","18_2000",13262,"0.3"
"Kangra","Himachal Pradesh",2007,18,2,"","","48.2727272727273","38.5","492.954545454545","0.174090909090909","","208.863636363636","14.8863636363636","19.6909090909091","15.6904761904762","29.8409090909091","","","-1.21272727272727","0.883636363636364","40.8636363636364","","199.5","171.198636363636","","7.62954545454545","18_2007",26362,"0.3"
"Kangra","Himachal Pradesh",2013,18,2,"","8.4","42.3181818181818","41.2727272727273","507.727272727273","0.2245","","237.136363636364","17.4486363636364","28.5590909090909","18.6681818181818","44.5818181818182","","","-1.02","1.29227272727273","67.2727272727273","","222.5","197.556818181818","","8.13454545454545","18_2013",64519,"0.3"
"Kangra","Himachal Pradesh",2009,18,2,"","","55.5","20.6333333333333","522.5","0.148095238095238","","262.791666666667","7.87916666666667","19.2625","16.2835","28.2","","","-0.0925","0.789583333333333","31.695652173913","","217.708333333333","215.403333333333","","7.5625","18_2009",29149,"0.3"
"Kangra","Himachal Pradesh",2017,18,2,"","","","","","","","","","","","","","","","","","","","","","","18_2017",88112,"0.3"
"Kangra","Himachal Pradesh",2006,18,2,"","38.7272727272727","33.0461538461538","42.8846153846154","427.961538461538","0.181818181818182","","150.834615384615","14.0153846153846","25.2123076923077","15.0557894736842","30.7384615384615","","","-1.29692307692308","1.01346153846154","","","174.384615384615","150.941923076923","","8.17615384615385","18_2006",24819,"0.3"
"Kangra","Himachal Pradesh",2008,18,2,"","","61.6521739130435","47.8695652173913","560.521739130435","0.173888888888889","","251.304347826087","8.2","20.4652173913043","21.6","33.3695652173913","","","-1.28173913043478","0.884347826086957","38.475","","237.608695652174","205.98652173913","","7.7195652173913","18_2008",27649,"0.3"
"Kangra","Himachal Pradesh",2016,18,2,"","","","","","","","","","","","","","","","","","","","","","","18_2016",80563,"0.3"
"Kangra","Himachal Pradesh",2005,18,2,"","24","47.5652173913044","42.9173913043478","615.173913043478","0.328695652173913","2.1","267.826086956522","15.8","30.6917391304348","13.1308695652174","24.1860869565217","","","-0.94695652173913","0.644347826086957","","","244.913043478261","221.268695652174","","8.14869565217391","18_2005",23009,"0.3"
"Kangra","Himachal Pradesh",2011,18,2,"","11.0833333333333","39.68","35.92","526","0.148571428571429","","219.12","13.97","19.348","17.598","34.4","","","0.3952","1.088","20.0526315789474","","179","188.4732","","8.2788","18_2011",33955,"0.3"
"Kanker","Chhattisgarh",2000,381,22,"","","","","","","","","","","","","","","","","","","","","","","381_2000",22372,""
"Kanker","Chhattisgarh",2001,381,22,"","6","25","35.75","321.75","","","100.75","","9","","","","","1.42","","","","100","","","8.325","381_2001",25503,""
"Kanker","Chhattisgarh",2002,381,22,"","0","49.5384615384615","64.1538461538462","489","","","135.615384615385","","12.6153846153846","","","","","1.36","","","","176.538461538462","","","8.00769230769231","381_2002",25072,""
"Kanker","Chhattisgarh",2003,381,22,"","","","","424.75","0.49125","","","","","","","","","","","","","","","","","381_2003",29782,""
"Kanker","Chhattisgarh",2004,381,22,"","0","40.4285714285714","33.1428571428571","413.785714285714","0.94","","156","2.475","12.5","17.1428571428571","25.7142857142857","","","1.15142857142857","0.904285714285714","22.6428571428571","","152.142857142857","127.885714285714","","7.97857142857143","381_2004",41387,""
"Kanker","Chhattisgarh",2005,381,22,"","0","43.5555555555556","29.8055555555556","439.333333333333","0.874117647058824","","142.277777777778","1.80555555555556","10.4366666666667","25.5","30.3888888888889","","","0.864770875333333","1.033480912","27.7777777777778","","151.666666666667","116.616666666667","","7.88333333333333","381_2005",42063,""
"Kanker","Chhattisgarh",2006,381,22,"","0","52.4","46.6","498.2","0.552","","125.6","2.54","9.06","23.4","35.4","","","1.38","1.114","65.4","","168","102.96","","7.9","381_2006",50065,""
"Kanker","Chhattisgarh",2009,381,22,"","0","23","30.5","237.5","0.25","","67.5","4.75","6.105","19.3","12.7","","","","0.6","0","","82.5","55.35","","8.1","381_2009",59263,""
"Kanker","Chhattisgarh",2010,381,22,"","","","","","","","","","","","","","","","","","","","","","","381_2010",64977,""
"Kanker","Chhattisgarh",2011,381,22,"","0.75","43","22.25","370.25","1","","174.25","0.85","8.56","12.5","21.55","","","0.06","0.855","2.5","","142.5","144.075","","8.075","381_2011",142273,""
"Kanker","Chhattisgarh",2012,381,22,"","0","43","22.25","370.25","1","","174.25","0.85","8.56","12.5","22.8","","","0.28","0.8825","2.5","","142.5","142.825","","8.05","381_2012",148760,""
"Kanker","Chhattisgarh",2017,381,22,"","0","50.2105263157895","71.0526315789474","717.631578947368","0.746288888888889","","234.368421052632","1.46315789473684","24.1789473684211","","70.3947368421053","","0.3","","","55.3894736842105","26.3684210526316","213.947368421053","","","7.45789473684211","381_2017",194073,""
"Kanker","Chhattisgarh",2018,381,22,"0","0","42","54.6","583.2","0.934","0","214.6","1.08","17.36","0","54","","0","0","0","22","25.2","178","0","0","6.906","381_2018",209211,""
"Kanker","Chhattisgarh",2013,381,22,"","","","","","","","","","","","","","","","","","","","","","","381_2013",163494,""
"Kanker","Chhattisgarh",2007,381,22,"","0","38.7692307692308","39.7692307692308","450.076923076923","0.523076923076923","","129.461538461538","2.54615384615385","12.5784615384615","32.0769230769231","32.1538461538462","","","1.095","1.16230769230769","43.6923076923077","","148.461538461538","106.123076923077","","7.87153846153846","381_2007",54112,""
"Kanker","Chhattisgarh",2014,381,22,"","0","36","70.15","517.25","0.825","","141.75","0.7","15.5425","","43.225","","","-1.5","1.5025","25.025","","153.75","116.19","","7.925","381_2014",165354,""
"Kanker","Chhattisgarh",2015,381,22,"","146.333333333333","49.3333333333333","94.7","648.333333333333","0.5","1.07","0","0.4","15.0533333333333","","51.6666666666667","","","","","37.0333333333333","","185","119.943333333333","","8.20333333333333","381_2015",168879,""
"Kanker","Chhattisgarh",2016,381,22,"","1","53","64.5166666666667","563.166666666667","0.666666666666667","1.387","185.833333333333","0.966666666666667","12.6","","38.0833333333333","","0.15","","","29.5333333333333","13.1666666666667","185","154.166666666667","","8.1","381_2016",187541,""
"Kanker","Chhattisgarh",2008,381,22,"","0","42.3636363636364","45.75","425.75","0.716666666666667","0.45","143.666666666667","","11.7625","15.6666666666667","","","","1.64666666666667","","12.5","","145.416666666667","117.758333333333","","7.84166666666667","381_2008",57662,""
"Kannauj","Uttar Pradesh",2002,155,9,"","","","42.6666666666667","678.333333333333","0.546666666666667","","","","","8.06666666666667","","","","","","","","","","","8.23333333333333","155_2002",168198,"0.25"
"Kannauj","Uttar Pradesh",2006,155,9,"","","","","","","","","","","","","","","","","","","","","","","155_2006",263935,"0.25"
"Kannauj","Uttar Pradesh",2015,155,9,"","","","","","","","","","","","","","","","","","","","","","","155_2015",792049,"0.25"
"Kannauj","Uttar Pradesh",2007,155,9,"","","","","","","","","","","","","","","","","","","","","","","155_2007",280851,"0.25"
"Kannauj","Uttar Pradesh",2005,155,9,"","","","","","","","","","","","","","","","","","","","","","","155_2005",244514,"0.25"
"Kannauj","Uttar Pradesh",2014,155,9,"","","","","","","","","","","","","","","","","","","","","","","155_2014",729686,"0.25"
"Kannauj","Uttar Pradesh",2011,155,9,"","","","","","","","","","","","","","","","","","","","","","","155_2011",645132,"0.25"
"Kannauj","Uttar Pradesh",2009,155,9,"","","","","","","","","","","","","","","","","","","","","","","155_2009",320989,"0.25"
"Kannauj","Uttar Pradesh",2004,155,9,"","","","","","","","","","","","","","","","","","","","","","","155_2004",231029,"0.25"
"Kannauj","Uttar Pradesh",2000,155,9,"","","59.75","60.5","1066.5","0.6","","404.25","107.05","37.75","96.375","62","","","","1.641353187","88.25","","303.75","","","7.95","155_2000",160015,"0.25"
"Kannauj","Uttar Pradesh",2003,155,9,"","","","","866.333333333333","0.838333333333333","","","","","","","","","","","","","","","","","155_2003",177054,"0.25"
"Kannauj","Uttar Pradesh",2013,155,9,"","","","","","","","","","","","","","","","","","","","","","","155_2013",707469,"0.25"
"Kannauj","Uttar Pradesh",2012,155,9,"","","","","","","","","","","","","","","","","","","","","","","155_2012",673552,"0.25"
"Kannauj","Uttar Pradesh",2001,155,9,"","","18.4","46.6","721.2","0.64","","339.2","5.88","42.8","18.175","90.6","","","","2.6552405394","51.6","","222","","","8.1","155_2001",162926,"0.25"
"Kannauj","Uttar Pradesh",2016,155,9,"","","23.5","36.25","600.5","0.31","","248.75","6.25","24.5","59.2666666666667","65.75","","","1.7026341035","2.3","27.25","39.25","161.25","","390.25","8.1325","155_2016",888453,"0.25"
"Kannauj","Uttar Pradesh",2017,155,9,"","","","","","","","","","","","","","","","","","","","","","","155_2017",922458,"0.25"
"Kannauj","Uttar Pradesh",2010,155,9,"","","","","","","","","","","","","","","","","","","","","","","155_2010",346621,"0.25"
"Kannauj","Uttar Pradesh",2018,155,9,"","","48","78.012","786","0.335","","272.466666666667","4.33333333333333","34","34","95","","","","","122.666666666667","26.3333333333333","261.666666666667","","","8.02666666666667","155_2018",949184,"0.25"
"Kannauj","Uttar Pradesh",2008,155,9,"","","","","","","","","","","","","","","","","","","","","","","155_2008",302192,"0.25"
"Kanniyakumari","Tamil Nadu",2017,575,33,"","0","26","96","643.125","0.6275","0.06625","148.625","11.125","19.25","21.875","75.25","","","","","43.375","","144.375","","","7.9275","575_2017",1000308,""
"Kanniyakumari","Tamil Nadu",2018,575,33,"0","","35.0769230769231","113.985384615385","683.692307692308","1.22443729892308","0","156.305076923077","8.31623076923077","19.1627692307692","33.4769230769231","77.0146153846154","","0","0","0","28.6769230769231","0","166.538461538462","0","430.726153846154","6.93076923076923","575_2018",1071602,""
"Kanniyakumari","Tamil Nadu",2000,575,33,"","3.92857142857143","47.4285714285714","113.178571428571","735.928571428571","0.830769230769231","","181.357142857143","11.875","40.5407142857143","11.8285714285714","70.6428571428571","","","3.67333333333333","1.77142857142857","47.6153846153846","","230.357142857143","148.664285714286","","7.44285714285714","575_2000",126349,""
"Kanniyakumari","Tamil Nadu",2004,575,33,"","0","38.3571428571429","147.928571428571","769.285714285714","0.347142857142857","","125.642857142857","8.63076923076923","21.9435714285714","57.1428571428571","88.2857142857143","","","3.81","2.69928571428571","29.6285714285714","","186.142857142857","102.985714285714","","7.28071428571429","575_2004",193645,""
"Kanniyakumari","Tamil Nadu",2007,575,33,"","0","34.4","253.5","1189.4","0.78","","175.5","7.4","44.657","73.1","155.4","","","1","3.725","52.3","","269.5","143.86","","6.81","575_2007",272340,""
"Kanniyakumari","Tamil Nadu",2012,575,33,"","0","","142.7","942.5","0.616","","","","","86.1","","","","","","","","","","","7.584","575_2012",709343,""
"Kanniyakumari","Tamil Nadu",2013,575,33,"","","","159.166666666667","729.5","0.420833333333333","","","","","55.1","","","","0","","0","","","","","7.995","575_2013",750416,""
"Kanniyakumari","Tamil Nadu",2001,575,33,"","0","48.7692307692308","166.615384615385","923.846153846154","0.5225","","150.615384615385","25.6666666666667","23.3076923076923","75.75","106.666666666667","","","1.85333333333333","3.41416666666667","64.1666666666667","","218.461538461538","123.461538461538","","7.24692307692308","575_2001",123901,""
"Kanniyakumari","Tamil Nadu",2014,575,33,"","","68.5714285714286","164.757142857143","1150","0.615714285714286","","223.028571428571","11.2857142857143","53.1242857142857","78.7142857142857","105.457142857143","","","-8.26857142857143","2.26428571428571","157.714285714286","","390","182.81","","7.68857142857143","575_2014",791915,""
"Kanniyakumari","Tamil Nadu",2010,575,33,"","0","60.7142857142857","182","1105.71428571429","0.64","","217.428571428571","14.4285714285714","43.1614285714286","67.5714285714286","111","","","2.22","2.78285714285714","21.25","","327.857142857143","178.228571428571","","7.51285714285714","575_2010",359961,""
"Kanniyakumari","Tamil Nadu",2016,575,33,"","0","46.3636363636364","159.727272727273","919.272727272727","0.736363636363636","","180.818181818182","9.72727272727273","30.4545454545455","36","95.3636363636364","","","","","58.4545454545455","","241.818181818182","","","7.69090909090909","575_2016",922084,""
"Kanniyakumari","Tamil Nadu",2002,575,33,"","0","51.5","147","942","1.05","","185.375","14.25","30.75","68.65","109.875","","","3.03","2.99875","78","","254.375","151.9625","","7.56","575_2002",124521,""
